"",country,year,pm10_concentration,pm25_concentration,no2_concentration,pm10_tempcov,pm25_tempcov,no2_tempcov
1311,France,2020,13.321581,7.681889,6.000000,94.802101,93.644824,93.000000
1312,France,2021,12.845471,7.484424,5.000000,96.206993,94.908846,98.000000
1313,France,2020,18.000000,8.000000,20.000000,98.000000,92.000000,98.000000
1314,France,2021,17.093959,10.000000,15.649265,96.799547,98.000000,96.726318
1315,France,2021,16.304090,9.000000,13.000000,82.880469,71.000000,73.000000
1316,France,2020,17.000000,8.000000,14.000000,97.000000,97.000000,98.000000
1317,France,2020,13.522586,8.000000,5.000000,93.570697,89.000000,96.000000
1318,France,2021,12.316595,6.000000,6.000000,87.368622,93.000000,52.000000
1319,France,2020,11.961082,6.000000,11.000000,95.840843,95.000000,92.000000
1320,France,2021,13.132879,7.000000,12.000000,96.881087,96.000000,97.000000
1321,France,2021,17.000000,12.000000,12.000000,98.000000,98.000000,90.000000
1322,France,2020,16.000000,8.635531,7.000000,94.000000,93.186315,99.000000
1323,France,2020,17.000000,10.000000,8.000000,89.000000,91.000000,99.000000
1324,France,2021,17.000000,9.305191,14.848127,98.000000,95.560514,96.881938
1325,France,2020,15.047781,8.579272,12.000000,95.250689,93.830955,95.000000
1326,France,2021,15.875555,9.018982,15.000000,95.752418,94.166841,97.000000
1327,France,2021,17.000000,10.000000,18.000000,98.000000,99.000000,98.000000
1328,France,2021,17.000000,12.000000,15.000000,88.000000,78.000000,92.000000
1329,France,2021,14.255335,8.148543,9.000000,94.471524,93.252249,92.000000
1330,France,2021,17.000000,12.000000,14.000000,99.000000,99.000000,100.000000
1331,France,2020,18.000000,12.000000,12.000000,95.000000,88.000000,73.000000
1332,France,2020,13.074293,7.619019,6.000000,96.744150,95.344568,100.000000
1333,France,2020,16.351665,9.216446,16.000000,94.347526,92.902820,92.000000
1334,France,2021,16.703328,9.458692,18.000000,96.254148,94.502727,99.000000
1335,France,2021,16.000000,9.145821,11.000000,82.000000,85.137264,99.000000
1336,France,2020,12.123678,7.071659,2.000000,94.872957,93.844498,93.000000
1337,France,2021,11.876390,7.008789,2.000000,96.815006,95.544242,100.000000
1338,France,2021,16.000000,9.000000,7.000000,86.000000,86.000000,73.000000
1339,France,2021,18.000000,11.000000,16.000000,98.000000,99.000000,97.000000
1340,France,2020,12.475341,7.313904,4.000000,96.779578,95.444405,100.000000
1341,France,2021,12.845471,7.484424,5.000000,96.206993,94.908846,98.000000
1342,France,2021,18.000000,9.000000,14.000000,99.000000,99.000000,91.000000
1343,France,2020,16.000000,8.000000,17.000000,98.000000,97.000000,99.000000
1344,France,2020,18.000000,9.364008,8.000000,91.000000,90.885700,97.000000
1345,France,2020,14.941801,8.552328,12.000000,96.082996,94.559417,98.000000
1346,France,2021,14.977128,8.561309,12.000000,95.805560,94.316596,97.000000
1347,France,2020,16.000000,9.000000,16.000000,88.000000,91.000000,97.000000
1348,France,2021,16.000000,8.924975,13.649736,98.000000,95.663699,96.883727
1349,France,2020,16.000000,8.786328,11.000000,95.000000,93.371306,91.000000
1350,France,2021,16.000000,9.000000,22.000000,98.000000,98.000000,98.000000
1351,France,2020,12.441619,7.152491,2.000000,92.376036,91.659113,84.000000
1352,France,2020,18.000000,9.769430,12.000000,84.000000,86.226226,98.000000
1353,France,2021,12.246519,7.179309,3.000000,96.242421,95.008683,98.000000
1354,France,2020,16.000000,7.000000,13.000000,99.000000,97.000000,100.000000
1355,France,2020,15.135870,8.632976,12.410007,95.513379,94.046757,95.972451
1356,France,2020,18.000000,9.506275,12.000000,96.000000,94.284758,99.000000
1357,France,2021,18.000000,10.000000,8.000000,89.000000,97.000000,99.000000
1358,France,2020,18.000000,9.729476,15.799648,95.000000,93.398992,95.778841
1359,France,2020,16.000000,10.000000,13.000000,98.000000,91.000000,99.000000
1360,France,2020,18.000000,8.000000,13.000000,98.000000,97.000000,95.000000
1361,France,2020,16.000000,8.939664,13.567445,97.000000,94.977586,96.516625
1362,France,2020,17.093262,10.000000,16.000000,96.529928,96.000000,99.000000
1363,France,2021,17.327447,10.000000,17.000000,95.991384,97.000000,94.000000
1364,France,2021,11.000000,7.000000,2.000000,100.000000,100.000000,100.000000
1365,France,2020,17.000000,9.199841,11.000000,90.000000,89.892162,90.000000
1366,France,2020,16.000000,10.000000,20.000000,98.000000,96.000000,98.000000
1367,France,2021,14.941801,8.552328,12.000000,96.082996,94.559417,98.000000
1368,France,2021,11.000000,7.360277,13.000000,98.000000,96.234431,99.000000
1369,France,2021,19.000000,9.000000,20.000000,99.000000,99.000000,100.000000
1370,France,2020,16.000000,8.000000,10.000000,98.000000,61.000000,98.000000
1371,France,2021,15.000000,12.000000,19.000000,97.000000,96.000000,99.000000
1372,France,2020,19.000000,10.109693,16.998040,95.000000,93.295807,95.777051
1373,France,2020,12.000000,7.328268,11.000000,98.000000,94.692977,72.000000
1374,France,2020,15.205950,8.695904,13.000000,96.342717,94.752319,99.000000
1375,France,2021,15.000000,8.535027,11.000000,95.000000,93.843138,98.000000
1376,France,2020,16.000000,10.000000,14.000000,99.000000,96.000000,98.000000
1377,France,2021,15.000000,9.000000,5.000000,98.000000,97.000000,98.000000
1378,France,2021,16.000000,10.000000,6.000000,100.000000,100.000000,76.000000
1379,France,2021,15.000000,9.000000,15.000000,89.000000,95.000000,94.000000
1380,France,2021,12.000000,7.362049,8.000000,98.000000,96.146665,98.000000
1381,France,2020,19.000000,9.615492,10.000000,97.000000,94.502484,92.000000
1382,France,2021,12.000000,7.000000,12.000000,100.000000,100.000000,94.000000
1383,France,2020,15.000000,8.000000,5.000000,93.000000,92.000000,91.000000
1384,France,2020,12.000000,7.176521,4.000000,96.000000,94.912415,99.000000
1385,France,2021,19.000000,9.953077,14.000000,93.000000,91.843991,93.000000
1386,France,2020,12.000000,7.660729,13.000000,98.000000,96.090255,98.000000
1387,France,2021,19.000000,9.000000,22.000000,99.000000,99.000000,99.000000
1388,France,2021,17.000000,9.047355,10.000000,97.000000,95.009274,98.000000
1389,France,2021,15.000000,10.000000,11.000000,98.000000,98.000000,97.000000
1390,France,2021,19.000000,11.000000,20.000000,90.000000,94.000000,94.000000
1391,France,2020,11.000000,6.000000,2.000000,90.000000,96.000000,99.000000
1392,France,2021,12.000000,7.983620,14.000000,86.000000,88.020440,97.000000
1393,France,2020,15.000000,8.000000,22.000000,99.000000,100.000000,100.000000
1394,France,2021,15.000000,10.000000,11.000000,98.000000,99.000000,98.000000
1395,France,2021,15.000000,8.259050,7.000000,97.000000,95.276862,99.000000
1396,France,2021,23.000000,11.129790,12.000000,91.000000,90.283520,95.000000
1397,France,2021,11.000000,6.000000,6.543843,99.000000,99.000000,97.255090
1398,France,2021,15.000000,7.000000,11.000000,98.000000,98.000000,95.000000
1399,France,2020,18.565688,11.000000,17.703971,94.626683,93.000000,95.775908
1400,France,2020,19.000000,11.000000,25.000000,97.000000,69.000000,74.000000
1401,France,2021,19.000000,11.000000,24.000000,97.000000,97.000000,94.000000
1402,France,2020,19.000000,10.000000,23.000000,97.000000,97.000000,96.000000
1403,France,2021,15.000000,10.000000,10.000000,98.000000,98.000000,99.000000
1404,France,2021,15.000000,7.000000,10.614302,98.000000,98.000000,96.815311
1405,France,2021,19.000000,11.174592,19.000000,54.000000,66.047877,98.000000
1406,France,2020,12.000000,7.594765,12.000000,99.000000,96.877749,100.000000
1407,France,2021,15.000000,8.364102,9.000000,98.000000,95.975901,100.000000
1408,France,2021,22.000000,10.454629,7.000000,94.000000,92.430477,95.000000
1409,France,2020,15.000000,11.000000,14.000000,97.000000,94.000000,85.000000
1410,France,2020,17.000000,9.000000,15.000000,98.000000,99.000000,99.000000
1411,France,2020,15.000000,10.000000,12.000000,81.000000,98.000000,92.000000
1412,France,2021,16.703328,9.458692,18.000000,96.254148,94.502727,99.000000
1413,France,2020,15.000000,8.304365,8.000000,98.000000,95.987183,100.000000
1414,France,2021,17.000000,9.000000,5.000000,97.000000,98.000000,97.000000
1415,France,2021,16.362136,9.000000,20.000000,98.275508,99.000000,100.000000
1416,France,2020,13.839786,7.000000,17.000000,97.239425,99.000000,92.000000
1417,France,2021,15.000000,8.588825,12.204473,95.000000,93.708546,95.784209
1418,France,2020,15.000000,12.000000,20.000000,98.000000,96.000000,99.000000
1419,France,2020,19.000000,10.000000,26.000000,94.000000,91.000000,97.000000
1420,France,2020,15.000000,9.000000,37.000000,95.000000,95.000000,99.000000
1421,France,2020,15.000000,8.244629,7.000000,98.000000,95.998465,100.000000
1422,France,2020,15.000000,8.310594,8.000000,97.000000,95.210971,98.000000
1423,France,2020,17.038131,9.620231,19.000000,95.958998,94.209988,98.000000
1424,France,2021,17.000000,9.240983,13.000000,96.000000,94.253825,97.000000
1425,France,2021,11.000000,7.189169,9.000000,95.000000,94.278578,99.000000
1426,France,2020,17.000000,6.000000,13.000000,98.000000,79.000000,98.000000
1427,France,2021,23.000000,8.000000,22.000000,99.000000,99.000000,99.000000
1428,France,2021,19.000000,11.000000,26.000000,98.000000,100.000000,98.000000
1429,France,2020,13.885205,7.978023,8.000000,95.044109,93.787808,94.000000
1430,France,2021,14.255335,8.148543,9.000000,94.471524,93.252249,92.000000
1431,France,2020,11.000000,7.010052,7.000000,98.000000,96.356732,100.000000
1432,France,2020,15.000000,8.625567,12.000000,94.000000,93.219471,99.000000
1433,France,2021,15.000000,10.000000,14.000000,89.000000,90.000000,92.000000
1434,France,2020,15.000000,9.000000,18.000000,93.000000,89.000000,94.000000
1435,France,2020,15.000000,8.530069,12.533634,99.000000,96.452996,97.252619
1436,France,2020,11.000000,7.000000,12.000000,100.000000,99.000000,100.000000
1437,France,2021,19.000000,10.197828,16.504298,89.000000,89.179133,93.574435
1438,France,2021,15.000000,9.024486,13.000000,79.000000,83.203286,99.000000
1439,France,2020,16.000000,8.580672,9.000000,97.000000,94.454811,86.000000
1440,France,2020,15.135870,8.632976,12.410007,95.513379,94.046757,95.972451
1441,France,2020,16.000000,8.000000,16.000000,97.000000,98.000000,97.000000
1442,France,2021,18.000000,9.413772,11.000000,96.000000,94.077603,95.000000
1443,France,2021,18.000000,9.000000,13.000000,96.000000,98.000000,95.000000
1444,France,2020,15.950094,9.000000,16.000000,97.527628,99.000000,97.000000
1445,France,2021,15.942116,9.000000,16.000000,96.645289,96.000000,98.000000
1446,France,2020,14.448830,8.274157,10.000000,95.286117,93.930792,95.000000
1447,France,2020,14.378176,8.256194,10.000000,95.840988,94.416433,97.000000
1448,France,2021,14.413503,8.265175,10.000000,95.563552,94.173612,96.000000
1449,France,2020,15.135870,8.632976,12.410007,95.513379,94.046757,95.972451
1450,France,2020,17.000000,9.000000,19.000000,93.000000,99.000000,97.000000
1451,France,2020,14.008047,8.085673,9.000000,96.413573,94.951993,99.000000
1452,France,2020,23.000000,11.162558,12.000000,91.000000,90.501957,99.000000
1453,France,2021,11.000000,4.000000,1.000000,93.000000,95.000000,95.000000
1454,France,2020,15.135870,8.632976,12.410007,95.513379,94.046757,95.972451
1455,France,2020,15.000000,9.000000,18.000000,91.000000,98.000000,96.000000
1456,France,2020,15.000000,8.346093,9.000000,93.000000,91.767185,84.000000
1457,France,2020,15.000000,8.632893,11.957602,92.000000,91.650209,94.682901
1458,France,2021,16.000000,11.000000,16.000000,93.000000,93.000000,100.000000
1459,France,2020,12.616649,7.349830,4.000000,95.669836,94.473123,96.000000
1460,France,2020,11.000000,7.000000,6.000000,98.000000,90.000000,99.000000
1461,France,2020,15.000000,9.000000,11.000000,93.000000,95.000000,97.000000
1462,France,2021,11.000000,7.271609,11.000000,97.000000,95.644611,100.000000
1463,France,2021,15.000000,8.530069,12.533634,99.000000,96.452996,97.252619
1464,France,2020,15.000000,10.000000,11.000000,98.000000,99.000000,97.000000
1465,France,2020,15.000000,9.482704,28.000000,98.000000,95.652324,98.000000
1466,France,2020,19.000000,10.080314,17.162621,97.000000,94.668032,96.511256
1467,France,2020,15.000000,8.789989,11.000000,83.000000,85.729996,96.000000
1468,France,2020,19.000000,8.000000,12.000000,95.000000,95.000000,92.000000
1469,France,2020,15.000000,8.792565,14.000000,89.000000,89.425065,91.000000
1470,France,2021,19.000000,9.000000,15.000000,60.000000,100.000000,58.000000
1471,France,2021,15.000000,9.000000,10.000000,90.000000,93.000000,98.000000
1472,France,2020,19.000000,9.407260,5.000000,93.000000,91.890920,92.000000
1473,France,2021,15.000000,8.504104,6.000000,77.000000,80.965306,81.000000
1474,France,2021,11.000000,8.000000,8.939158,99.000000,99.000000,97.522271
1475,France,2021,12.211192,7.170328,3.000000,96.519857,95.251503,99.000000
1476,France,2021,16.000000,10.000000,12.000000,100.000000,100.000000,99.000000
1477,France,2020,16.703328,9.458692,18.000000,96.254148,94.502727,99.000000
1478,France,2020,19.000000,9.650223,10.000000,98.000000,95.551743,99.000000
1479,France,2021,15.000000,11.000000,11.000000,98.000000,98.000000,99.000000
1480,Germany,2021,10.0,5.000000,3.0,98.0,99.000000,95.0
1481,Germany,2021,10.0,6.915731,4.0,99.0,96.636011,95.0
1482,Germany,2020,11.0,7.576666,9.0,99.0,98.205491,99.0
1483,Germany,2020,10.0,6.000000,3.0,97.0,98.000000,94.0
1484,Germany,2020,11.0,7.652598,7.0,100.0,98.909372,100.0
1485,Germany,2020,10.0,7.015159,5.0,99.0,97.496362,97.0
1486,Germany,2021,11.0,6.000000,5.0,100.0,100.000000,99.0
1487,Germany,2021,11.0,7.449471,4.0,98.0,96.363595,95.0
1488,Germany,2020,10.0,7.190996,5.0,99.0,98.828484,100.0
1489,Germany,2021,10.0,7.000000,12.0,100.0,100.000000,98.0
1490,Germany,2020,10.0,7.000000,8.0,99.0,99.000000,91.0
1491,Germany,2020,10.0,7.150657,5.0,98.0,98.180062,99.0
1492,Germany,2021,11.0,8.000000,6.0,98.0,98.000000,99.0
1493,Germany,2021,10.0,7.000000,7.0,99.0,84.000000,99.0
1494,Germany,2021,10.0,7.000000,9.0,98.0,98.000000,99.0
1495,Germany,2020,10.0,7.000000,5.0,99.0,100.000000,100.0
1496,Germany,2020,11.0,7.000000,7.0,100.0,100.000000,99.0
1497,Germany,2021,10.0,7.132860,6.0,98.0,98.152333,99.0
1498,Germany,2020,10.0,7.190996,5.0,99.0,98.828484,100.0
1499,Germany,2021,11.0,7.000000,7.0,100.0,100.000000,99.0
1500,Germany,2020,10.000000,7.000000,7.0,99.000000,99.000000,99.0
1501,Germany,2020,10.000000,6.920478,6.0,100.000000,97.228973,96.0
1502,Germany,2021,10.000000,6.000000,4.0,99.000000,98.000000,99.0
1503,Germany,2020,11.000000,7.593986,7.0,100.000000,98.465331,99.0
1504,Germany,2021,10.000000,7.209269,5.0,98.000000,98.624103,100.0
1505,Germany,2021,11.000000,7.377333,6.0,100.000000,96.716898,95.0
1506,Germany,2020,10.000000,5.000000,6.0,99.000000,99.000000,97.0
1507,Germany,2021,10.000000,7.132860,6.0,98.000000,98.152333,99.0
1508,Germany,2020,11.000000,8.000000,6.0,100.000000,100.000000,100.0
1509,Germany,2021,10.000000,7.000000,6.0,97.000000,97.000000,99.0
1510,Germany,2021,10.000000,7.000000,4.0,100.000000,100.000000,99.0
1511,Germany,2021,10.000000,7.173676,7.0,98.000000,98.568644,100.0
1512,Germany,2020,10.000000,7.155880,8.0,98.000000,98.540914,100.0
1513,Germany,2020,10.000000,6.000000,4.0,98.000000,98.000000,99.0
1514,Germany,2020,10.000000,7.114587,6.0,99.000000,98.356714,99.0
1515,Germany,2021,10.000000,7.208793,4.0,99.000000,98.856214,100.0
1516,Germany,2020,10.000000,7.050752,3.0,99.000000,97.551821,97.0
1517,Germany,2020,11.000000,7.410798,14.0,100.000000,97.827184,98.0
1518,Germany,2020,9.000000,6.653462,5.0,97.000000,98.043715,99.0
1519,Germany,2020,17.561296,10.584697,31.0,94.838712,95.854518,98.0
1520,Germany,2021,17.724732,10.745697,32.0,96.079562,96.957357,100.0
1521,Germany,2020,17.724732,10.745697,32.0,96.079562,96.957357,100.0
1522,Germany,2021,17.252394,10.531307,30.0,96.435755,97.117751,100.0
1523,Germany,2020,16.780055,10.316917,28.0,96.791948,97.278144,100.0
1524,Germany,2020,15.908110,9.834332,24.0,96.085388,96.415895,98.0
1525,Germany,2020,18.197071,10.960087,34.0,95.723369,96.796964,100.0
1526,Germany,2021,17.960902,10.852892,33.0,95.901465,96.877161,100.0
1527,Germany,2020,17.724732,10.745697,32.0,96.079562,96.957357,100.0
1528,Germany,2021,11.584328,7.958626,6.0,100.710074,99.042472,100.0
1529,Germany,2020,11.584328,7.958626,6.0,100.710074,99.042472,100.0
1530,Germany,2021,16.616618,10.155917,27.0,95.551098,96.175305,98.0
1531,Germany,2020,17.088957,10.370307,29.0,95.194905,96.014912,98.0
1532,Germany,2021,17.016224,10.424112,29.0,96.613852,97.197947,100.0
1533,Germany,2020,17.016224,10.424112,29.0,96.613852,97.197947,100.0
1534,Germany,2021,12.393333,8.000000,12.0,99.043856,99.000000,99.0
